sex,id,cage,treatment,zt,day,eatdrinkfor,move,rest,flag,graph_zt
F,rectangleb7,b7,CORT,5,1,20,29,251,0,11
F,plusb7,b7,CORT,5,1,0,40,260,0,11
F,squareb7,b7,CORT,6,1,0,19,281,0,12
F,rectangleb7,b7,CORT,6,1,8,6,286,0,12
F,plusb7,b7,CORT,6,1,33,27,240,0,12
F,squareb7,b7,CORT,6.5,1,0,26,274,0,12.5
F,rectangleb7,b7,CORT,6.5,1,0,10,290,0,12.5
F,plusb7,b7,CORT,6.5,1,0,0,300,0,12.5
F,squareb7,b7,CORT,7,1,0,3,297,0,13
F,rectangleb7,b7,CORT,7,1,0,4,296,0,13
F,plusb7,b7,CORT,7,1,0,1,299,0,13
F,squareb7,b7,CORT,8,1,0,0,300,0,14
F,rectangleb7,b7,CORT,8,1,0,75,225,0,14
F,plusb7,b7,CORT,8,1,0,8,292,0,14
F,squareb7,b7,CORT,9,1,32,44,224,0,15
F,rectangleb7,b7,CORT,9,1,67,28,205,0,15
F,plusb7,b7,CORT,9,1,79,24,197,0,15
F,squareb7,b7,CORT,9.5,1,55,16,229,0,15.5
F,rectangleb7,b7,CORT,9.5,1,37,23,240,0,15.5
F,plusb7,b7,CORT,9.5,1,26,39,235,0,15.5
F,squareb7,b7,CORT,10.5,1,154,25,121,0,16.5
F,rectangleb7,b7,CORT,10.5,1,119,45,136,0,16.5
F,plusb7,b7,CORT,10.5,1,161,28,111,0,16.5
F,squareb7,b7,CORT,11,1,30,31,239,0,17
F,rectangleb7,b7,CORT,11,1,70,17,213,0,17
F,plusb7,b7,CORT,11,1,37,39,224,0,17
F,squareb7,b7,CORT,17.5,1,0,5,295,0,1.5
F,rectangleb7,b7,CORT,17.5,1,0,6,294,0,1.5
F,plusb7,b7,CORT,17.5,1,0,0,300,0,1.5
F,squareb7,b7,CORT,21,1,0,17,283,0,3
F,rectangleb7,b7,CORT,21,1,0,0,300,0,3
F,plusb7,b7,CORT,21,1,0,0,300,0,3
F,squareb7,b7,CORT,23,1,9,61,230,0,5
F,rectangleb7,b7,CORT,23,1,63,46,191,0,5
F,plusb7,b7,CORT,23,1,70,23,207,0,5
F,squareb7,b7,CORT,23.5,1,18,153,129,0,5.5
F,rectangleb7,b7,CORT,23.5,1,205,4,91,0,5.5
F,plusb7,b7,CORT,23.5,1,81,94,125,0,5.5
F,squareb7,b7,CORT,1,1,0,71,229,0,7
F,rectangleb7,b7,CORT,1,1,72,28,200,0,7
F,plusb7,b7,CORT,1,1,0,4,296,0,7
F,squareb7,b7,CORT,1.5,1,0,64,236,0,7.5
F,rectangleb7,b7,CORT,1.5,1,37,61,202,0,7.5
F,plusb7,b7,CORT,1.5,1,42,18,240,0,7.5
M,trianglec7,c7,Control,4,1,61,10,229,0,10
M,squarec7,c7,Control,4,1,46,31,223,0,10
M,rectanglec7,c7,Control,4,1,116,3,181,0,10
M,trianglec7,c7,Control,4.5,1,0,34,266,0,10.5
M,squarec7,c7,Control,4.5,1,0,0,300,0,10.5
M,rectanglec7,c7,Control,4.5,1,0,1,299,0,10.5
M,trianglec7,c7,Control,5,1,8,19,273,0,11
M,squarec7,c7,Control,5,1,13,50,237,0,11
M,rectanglec7,c7,Control,5,1,61,24,215,0,11
M,trianglec7,c7,Control,6,1,44,26,230,0,12
M,squarec7,c7,Control,6,1,34,5,261,0,12
M,rectanglec7,c7,Control,6,1,102,7,191,0,12
M,trianglec7,c7,Control,7,1,0,5,295,0,13
M,squarec7,c7,Control,7,1,0,3,297,0,13
M,rectanglec7,c7,Control,7,1,0,4,296,0,13
M,trianglec7,c7,Control,7.5,1,0,8,292,0,13.5
M,squarec7,c7,Control,7.5,1,63,7,230,0,13.5
M,rectanglec7,c7,Control,7.5,1,113,1,186,0,13.5
M,trianglec7,c7,Control,8.5,1,0,116,184,0,14.5
M,squarec7,c7,Control,8.5,1,0,106,194,0,14.5
M,rectanglec7,c7,Control,8.5,1,0,5,295,0,14.5
M,trianglec7,c7,Control,9.5,1,53,15,232,0,15.5
M,squarec7,c7,Control,9.5,1,0,6,294,0,15.5
M,rectanglec7,c7,Control,9.5,1,22,30,248,0,15.5
M,trianglec7,c7,Control,10.5,1,78,14,208,0,16.5
M,squarec7,c7,Control,10.5,1,11,74,215,0,16.5
M,rectanglec7,c7,Control,10.5,1,50,32,218,0,16.5
M,trianglec7,c7,Control,11,1,0,11,289,0,17
M,squarec7,c7,Control,11,1,0,12,288,0,17
M,rectanglec7,c7,Control,11,1,0,4,296,0,17
M,trianglec7,c7,Control,13,1,0,2,298,0,19
M,squarec7,c7,Control,13,1,2,3,295,0,19
M,rectanglec7,c7,Control,13,1,0,14,286,0,19
M,trianglec7,c7,Control,13.5,1,0,4,296,0,19.5
M,squarec7,c7,Control,13.5,1,0,11,289,0,19.5
M,rectanglec7,c7,Control,13.5,1,0,8,292,0,19.5
M,trianglec7,c7,Control,14,1,0,0,300,0,20
M,squarec7,c7,Control,14,1,0,0,300,0,20
M,rectanglec7,c7,Control,14,1,0,1,299,0,20
M,trianglec7,c7,Control,14.5,1,0,12,288,0,20.5
M,squarec7,c7,Control,14.5,1,0,8,292,0,20.5
M,rectanglec7,c7,Control,14.5,1,0,6,294,0,20.5
M,trianglec7,c7,Control,15,1,0,0,300,0,21
M,squarec7,c7,Control,15,1,0,0,300,0,21
M,rectanglec7,c7,Control,15,1,0,0,300,0,21
M,trianglec7,c7,Control,15.5,1,0,10,290,0,21.5
M,squarec7,c7,Control,15.5,1,0,16,284,0,21.5
M,rectanglec7,c7,Control,15.5,1,0,29,271,0,21.5
M,trianglec7,c7,Control,16,1,0,0,300,0,0
M,squarec7,c7,Control,16,1,0,0,300,0,0
M,rectanglec7,c7,Control,16,1,0,0,300,0,0
M,trianglec7,c7,Control,16.5,1,0,9,291,0,0.5
M,squarec7,c7,Control,16.5,1,0,2,298,0,0.5
M,rectanglec7,c7,Control,16.5,1,0,3,297,0,0.5
M,trianglec7,c7,Control,17,1,0,0,300,0,1
M,squarec7,c7,Control,17,1,0,4,296,0,1
M,rectanglec7,c7,Control,17,1,0,3,297,0,1
M,trianglec7,c7,Control,17.5,1,0,0,300,0,1.5
M,squarec7,c7,Control,17.5,1,0,0,300,0,1.5
M,rectanglec7,c7,Control,17.5,1,0,13,287,0,1.5
M,trianglec7,c7,Control,18,1,0,7,293,0,0
M,squarec7,c7,Control,18,1,0,16,284,0,0
M,rectanglec7,c7,Control,18,1,0,29,271,0,0
M,trianglec7,c7,Control,20,1,0,6,294,0,2
M,squarec7,c7,Control,20,1,0,8,292,0,2
M,rectanglec7,c7,Control,20,1,0,7,293,0,2
M,trianglec7,c7,Control,21,1,0,31,269,0,3
M,squarec7,c7,Control,21,1,0,15,285,0,3
M,rectanglec7,c7,Control,21,1,0,0,300,0,3
M,trianglec7,c7,Control,22.5,1,0,0,300,0,4.5
M,squarec7,c7,Control,22.5,1,0,11,289,0,4.5
M,rectanglec7,c7,Control,22.5,1,0,4,296,0,4.5
M,trianglec7,c7,Control,23,1,13,22,265,0,5
M,squarec7,c7,Control,23,1,16,49,235,0,5
M,rectanglec7,c7,Control,23,1,55,27,218,0,5
M,trianglec7,c7,Control,1,1,68,21,211,0,7
M,squarec7,c7,Control,1,1,99,7,194,0,7
M,rectanglec7,c7,Control,1,1,17,55,228,0,7
M,trianglec7,c7,Control,1.5,1,20,46,234,0,7.5
M,squarec7,c7,Control,1.5,1,43,51,206,0,7.5
M,rectanglec7,c7,Control,1.5,1,65,29,206,0,7.5
M,rectangleb3,b3,CORT,5,1,70,76,154,0,11
M,plusb3,b3,CORT,5,1,65,64,171,0,11
M,triangleb3,b3,CORT,5,1,59,80,161,0,11
F,squareb3,b3,CORT,5,1,86,3,211,0,11
M,rectangleb3,b3,CORT,6,1,0,83,217,0,12
M,plusb3,b3,CORT,6,1,10,50,240,0,12
M,triangleb3,b3,CORT,6,1,30,59,211,0,12
F,squareb3,b3,CORT,6,1,0,41,259,0,12
F,rectangleb2,b2,CORT,6,2,0,52,248,0,12
M,triangleb2,b2,CORT,6,2,36,61,203,0,12
M,squareb2,b2,CORT,6,2,77,43,180,0,12
F,plusb2,b2,CORT,6,2,117,2,181,0,12
F,rectangleb2,b2,CORT,6.5,2,0,23,277,0,12.5
M,triangleb2,b2,CORT,6.5,2,41,79,180,0,12.5
M,squareb2,b2,CORT,6.5,2,120,0,180,0,12.5
F,plusb2,b2,CORT,6.5,2,0,2,298,0,12.5
F,rectangleb2,b2,CORT,7,2,0,3,297,0,13
M,triangleb2,b2,CORT,7,2,0,4,296,0,13
M,squareb2,b2,CORT,7,2,0,0,300,0,13
F,plusb2,b2,CORT,7,2,0,21,279,0,13
F,rectangleb2,b2,CORT,7.5,2,0,16,284,0,13.5
M,triangleb2,b2,CORT,7.5,2,0,33,267,0,13.5
M,squareb2,b2,CORT,7.5,2,0,71,229,0,13.5
F,plusb2,b2,CORT,7.5,2,0,0,300,0,13.5
F,rectangleb2,b2,CORT,10.5,2,83,34,183,0,16.5
M,triangleb2,b2,CORT,10.5,2,37,27,236,0,16.5
M,squareb2,b2,CORT,10.5,2,85,13,202,0,16.5
F,plusb2,b2,CORT,10.5,2,84,11,205,0,16.5
F,rectangleb2,b2,CORT,11,2,0,35,265,0,17
M,triangleb2,b2,CORT,11,2,0,75,225,0,17
M,squareb2,b2,CORT,11,2,0,68,232,0,17
F,plusb2,b2,CORT,11,2,0,14,286,0,17
F,rectangleb2,b2,CORT,15,2,0,9,291,0,21
M,triangleb2,b2,CORT,15,2,0,6,294,0,21
M,squareb2,b2,CORT,15,2,0,13,287,0,21
F,plusb2,b2,CORT,15,2,0,7,293,0,21
F,rectangleb2,b2,CORT,23,2,20,86,194,0,5
M,triangleb2,b2,CORT,23,2,87,49,164,0,5
M,squareb2,b2,CORT,23,2,17,47,236,0,5
F,plusb2,b2,CORT,23,2,39,39,222,0,5
F,rectangleb2,b2,CORT,23.5,2,70,0,230,0,5.5
M,triangleb2,b2,CORT,23.5,2,0,116,184,0,5.5
M,squareb2,b2,CORT,23.5,2,0,0,300,0,5.5
F,plusb2,b2,CORT,23.5,2,0,63,237,0,5.5
F,rectangleb2,b2,CORT,0,2,104,31,165,0,6
M,triangleb2,b2,CORT,0,2,70,28,202,0,6
M,squareb2,b2,CORT,0,2,70,51,179,0,6
F,plusb2,b2,CORT,0,2,104,31,165,0,6
F,rectangleb2,b2,CORT,1,2,0,1,299,0,7
M,triangleb2,b2,CORT,1,2,0,11,289,0,7
M,squareb2,b2,CORT,1,2,0,0,300,0,7
F,plusb2,b2,CORT,1,2,0,0,300,0,7
F,rectangleb2,b2,CORT,1.5,2,86,81,133,0,7.5
M,triangleb2,b2,CORT,1.5,2,0,52,248,0,7.5
M,squareb2,b2,CORT,1.5,2,88,13,199,0,7.5
F,plusb2,b2,CORT,1.5,2,0,77,223,0,7.5
F,rectangleb2,b2,CORT,3.5,2,5,73,222,0,9.5
M,triangleb2,b2,CORT,3.5,2,121,31,148,0,9.5
M,squareb2,b2,CORT,3.5,2,28,77,195,0,9.5
F,plusb2,b2,CORT,3.5,2,0,10,290,0,9.5
M,rectanglec2,c2,Control,5.5,2,3,3,294,0,11.5
M,trianglec2,c2,Control,5.5,2,0,0,300,0,11.5
F,squarec2,c2,Control,5.5,2,0,3,297,0,11.5
M,plusc2,c2,Control,5.5,2,0,4,296,0,11.5
M,rectanglec2,c2,Control,6.5,2,0,7,293,0,12.5
M,trianglec2,c2,Control,6.5,2,81,30,189,0,12.5
F,squarec2,c2,Control,6.5,2,146,15,139,0,12.5
M,plusc2,c2,Control,6.5,2,12,15,273,0,12.5
M,rectanglec2,c2,Control,7,2,0,5,295,0,13
M,trianglec2,c2,Control,7,2,70,15,215,0,13
F,squarec2,c2,Control,7,2,0,1,299,0,13
M,plusc2,c2,Control,7,2,49,14,237,0,13
M,rectanglec2,c2,Control,7.5,2,28,47,225,0,13.5
M,trianglec2,c2,Control,7.5,2,37,49,214,0,13.5
F,squarec2,c2,Control,7.5,2,16,69,215,0,13.5
M,plusc2,c2,Control,7.5,2,48,44,208,0,13.5
M,rectanglec2,c2,Control,8,2,0,103,197,0,14
M,trianglec2,c2,Control,8,2,38,4,258,0,14
F,squarec2,c2,Control,8,2,0,0,300,0,14
M,plusc2,c2,Control,8,2,55,37,208,0,14
M,rectanglec2,c2,Control,8.5,2,125,14,161,0,14.5
M,trianglec2,c2,Control,8.5,2,106,17,177,0,14.5
F,squarec2,c2,Control,8.5,2,109,27,164,0,14.5
M,plusc2,c2,Control,8.5,2,105,32,163,0,14.5
M,rectanglec2,c2,Control,10.5,2,92,4,204,0,16.5
M,trianglec2,c2,Control,10.5,2,59,38,203,0,16.5
F,squarec2,c2,Control,10.5,2,116,4,180,0,16.5
M,plusc2,c2,Control,10.5,2,44,37,219,0,16.5
M,rectanglec2,c2,Control,11,2,69,39,192,0,17
M,trianglec2,c2,Control,11,2,15,22,263,0,17
F,squarec2,c2,Control,11,2,86,16,198,0,17
M,plusc2,c2,Control,11,2,12,56,232,0,17
M,rectanglec2,c2,Control,15,2,0,4,296,0,21
M,trianglec2,c2,Control,15,2,0,3,297,0,21
F,squarec2,c2,Control,15,2,0,0,300,0,21
M,plusc2,c2,Control,15,2,0,0,300,0,21
M,rectanglec2,c2,Control,18.5,2,0,4,296,0,0.5
M,trianglec2,c2,Control,18.5,2,0,1,299,0,0.5
F,squarec2,c2,Control,18.5,2,0,2,298,0,0.5
M,plusc2,c2,Control,18.5,2,0,3,297,0,0.5
M,rectanglec2,c2,Control,19,2,0,10,290,0,1
M,trianglec2,c2,Control,19,2,0,13,287,0,1
F,squarec2,c2,Control,19,2,0,6,294,0,1
M,plusc2,c2,Control,19,2,0,14,286,0,1
M,rectanglec2,c2,Control,21.5,2,0,25,275,0,3.5
M,trianglec2,c2,Control,21.5,2,0,2,298,0,3.5
F,squarec2,c2,Control,21.5,2,0,22,278,0,3.5
M,plusc2,c2,Control,21.5,2,0,0,300,0,3.5
M,rectanglec2,c2,Control,22,2,0,22,278,0,4
M,trianglec2,c2,Control,22,2,0,20,280,0,4
F,squarec2,c2,Control,22,2,0,16,284,0,4
M,plusc2,c2,Control,22,2,0,23,277,0,4
M,rectanglec2,c2,Control,23,2,62,12,226,0,5
M,trianglec2,c2,Control,23,2,38,33,229,0,5
F,squarec2,c2,Control,23,2,71,12,217,0,5
M,plusc2,c2,Control,23,2,44,23,233,0,5
M,rectanglec2,c2,Control,23.5,2,206,14,80,0,5.5
M,trianglec2,c2,Control,23.5,2,60,95,145,0,5.5
F,squarec2,c2,Control,23.5,2,93,22,185,0,5.5
M,plusc2,c2,Control,23.5,2,46,41,213,0,5.5
M,rectanglec2,c2,Control,0,2,0,90,210,0,6
M,trianglec2,c2,Control,0,2,95,19,186,0,6
F,squarec2,c2,Control,0,2,111,6,183,0,6
M,plusc2,c2,Control,0,2,84,17,199,0,6
M,rectanglec2,c2,Control,0.5,2,0,0,300,0,6.5
M,trianglec2,c2,Control,0.5,2,120,0,180,0,6.5
F,squarec2,c2,Control,0.5,2,118,2,180,0,6.5
M,plusc2,c2,Control,0.5,2,0,0,300,0,6.5
M,rectanglec2,c2,Control,1.5,2,0,61,239,0,7.5
M,trianglec2,c2,Control,1.5,2,90,0,210,0,7.5
F,squarec2,c2,Control,1.5,2,40,25,235,0,7.5
M,plusc2,c2,Control,1.5,2,90,0,210,0,7.5
M,rectanglec2,c2,Control,3.5,2,0,34,266,0,9.5
M,trianglec2,c2,Control,3.5,2,0,98,202,0,9.5
F,squarec2,c2,Control,3.5,2,0,25,275,0,9.5
M,rectangleb3,b3,CORT,6,2,26,36,238,0,12
M,plusb3,b3,CORT,6,2,84,15,201,0,12
M,triangleb3,b3,CORT,6,2,53,13,234,0,12
F,squareb3,b3,CORT,6,2,11,23,266,0,12
M,rectangleb3,b3,CORT,6.5,2,37,158,105,0,12.5
M,plusb3,b3,CORT,6.5,2,49,17,234,0,12.5
M,triangleb3,b3,CORT,6.5,2,38,105,157,0,12.5
F,squareb3,b3,CORT,6.5,2,13,24,263,0,12.5
M,rectangleb3,b3,CORT,7,2,3,62,235,0,13
M,plusb3,b3,CORT,7,2,0,2,298,0,13
M,triangleb3,b3,CORT,7,2,22,6,272,0,13
F,squareb3,b3,CORT,7,2,0,44,256,0,13
M,rectangleb3,b3,CORT,7.5,2,45,9,246,0,13.5
M,plusb3,b3,CORT,7.5,2,0,79,221,0,13.5
M,triangleb3,b3,CORT,7.5,2,50,10,240,0,13.5
F,squareb3,b3,CORT,7.5,2,11,49,240,0,13.5
M,rectangleb3,b3,CORT,9,2,104,7,189,0,15
M,triangleb3,b3,CORT,9,2,10,52,238,0,15
F,squareb3,b3,CORT,9,2,84,30,186,0,15
M,rectangleb3,b3,CORT,9.5,2,86,5,209,0,15.5
M,plusb3,b3,CORT,9.5,2,81,9,210,0,15.5
M,triangleb3,b3,CORT,9.5,2,92,0,208,0,15.5
F,squareb3,b3,CORT,9.5,2,0,73,227,0,15.5
M,rectangleb3,b3,CORT,10,2,16,84,200,0,16
M,plusb3,b3,CORT,10,2,56,44,200,0,16
M,triangleb3,b3,CORT,10,2,64,15,221,0,16
M,rectangleb3,b3,CORT,10.5,2,60,34,206,0,16.5
M,plusb3,b3,CORT,10.5,2,88,11,201,0,16.5
M,triangleb3,b3,CORT,10.5,2,68,21,211,0,16.5
F,squareb3,b3,CORT,10.5,2,91,10,199,0,16.5
M,rectangleb3,b3,CORT,11,2,53,11,32,1,17
M,plusb3,b3,CORT,11,2,88,4,4,1,17
M,triangleb3,b3,CORT,11,2,73,12,11,1,17
F,squareb3,b3,CORT,11,2,74,4,18,1,17
M,rectangleb3,b3,CORT,11.5,2,0,11,289,0,17.5
M,plusb3,b3,CORT,11.5,2,0,10,290,0,17.5
M,triangleb3,b3,CORT,11.5,2,0,3,297,0,17.5
F,squareb3,b3,CORT,11.5,2,0,3,297,0,17.5
M,rectangleb3,b3,CORT,12.5,2,0,12,288,0,18.5
M,plusb3,b3,CORT,12.5,2,0,7,293,0,18.5
M,triangleb3,b3,CORT,12.5,2,0,0,300,0,18.5
F,squareb3,b3,CORT,12.5,2,0,0,300,0,18.5
M,rectangleb3,b3,CORT,14.5,2,0,5,295,0,20.5
M,plusb3,b3,CORT,14.5,2,0,2,298,0,20.5
M,triangleb3,b3,CORT,14.5,2,0,0,300,0,20.5
F,squareb3,b3,CORT,14.5,2,0,1,299,0,20.5
M,rectangleb3,b3,CORT,18,2,0,0,300,0,0
M,plusb3,b3,CORT,18,2,0,0,300,0,0
M,triangleb3,b3,CORT,18,2,0,0,300,0,0
F,squareb3,b3,CORT,18,2,0,0,300,0,0
M,rectangleb3,b3,CORT,18.5,2,0,0,300,0,0.5
M,plusb3,b3,CORT,18.5,2,0,0,300,0,0.5
M,triangleb3,b3,CORT,18.5,2,0,0,300,0,0.5
F,squareb3,b3,CORT,18.5,2,0,0,300,0,0.5
M,rectangleb3,b3,CORT,20.5,2,0,8,292,0,2.5
M,plusb3,b3,CORT,20.5,2,0,5,295,0,2.5
M,triangleb3,b3,CORT,20.5,2,0,0,300,0,2.5
F,squareb3,b3,CORT,20.5,2,0,0,300,0,2.5
M,rectangleb3,b3,CORT,23,2,0,15,285,0,5
M,plusb3,b3,CORT,23,2,0,7,293,0,5
M,triangleb3,b3,CORT,23,2,0,12,288,0,5
F,squareb3,b3,CORT,23,2,7,3,290,0,5
M,rectangleb3,b3,CORT,23.5,2,85,23,192,0,5.5
M,plusb3,b3,CORT,23.5,2,30,18,252,0,5.5
M,triangleb3,b3,CORT,23.5,2,104,7,189,0,5.5
F,squareb3,b3,CORT,23.5,2,97,12,191,0,5.5
M,rectangleb3,b3,CORT,0,2,97,23,180,0,6
M,plusb3,b3,CORT,0,2,102,15,183,0,6
M,triangleb3,b3,CORT,0,2,88,26,186,0,6
F,squareb3,b3,CORT,0,2,97,14,189,0,6
M,rectangleb3,b3,CORT,0.5,2,105,13,182,0,6.5
M,plusb3,b3,CORT,0.5,2,106,12,182,0,6.5
M,triangleb3,b3,CORT,0.5,2,93,26,181,0,6.5
F,squareb3,b3,CORT,0.5,2,102,9,189,0,6.5
F,rectanglec3,c3,Control,6,2,132,19,149,0,12
M,plusc3,c3,Control,6,2,81,43,176,0,12
M,trianglec3,c3,Control,6,2,82,82,136,0,12
F,squarec3,c3,Control,6,2,58,15,227,0,12
F,rectanglec3,c3,Control,6.5,2,31,18,251,0,12.5
M,plusc3,c3,Control,6.5,2,34,24,242,0,12.5
M,trianglec3,c3,Control,6.5,2,84,11,205,0,12.5
F,squarec3,c3,Control,6.5,2,89,0,211,0,12.5
F,rectanglec3,c3,Control,7,2,0,16,284,0,13
M,plusc3,c3,Control,7,2,0,0,300,0,13
M,trianglec3,c3,Control,7,2,60,16,224,0,13
F,squarec3,c3,Control,7,2,0,2,298,0,13
F,rectanglec3,c3,Control,7.5,2,64,13,223,0,13.5
M,plusc3,c3,Control,7.5,2,58,48,194,0,13.5
M,trianglec3,c3,Control,7.5,2,13,21,266,0,13.5
F,squarec3,c3,Control,7.5,2,35,46,219,0,13.5
F,rectanglec3,c3,Control,10,2,78,42,180,0,16
M,plusc3,c3,Control,10,2,11,62,227,0,16
M,trianglec3,c3,Control,10,2,120,0,180,0,16
F,squarec3,c3,Control,10,2,97,20,183,0,16
F,rectanglec3,c3,Control,11,2,49,63,188,0,17
M,plusc3,c3,Control,11,2,73,23,204,0,17
M,trianglec3,c3,Control,11,2,120,0,180,0,17
F,squarec3,c3,Control,11,2,90,17,193,0,17
F,rectanglec3,c3,Control,11.5,2,16,39,245,0,17.5
M,plusc3,c3,Control,11.5,2,53,56,191,0,17.5
M,trianglec3,c3,Control,11.5,2,98,31,171,0,17.5
F,squarec3,c3,Control,11.5,2,90,31,179,0,17.5
F,rectanglec3,c3,Control,12,2,61,26,213,0,18
M,plusc3,c3,Control,12,2,120,0,180,0,18
M,trianglec3,c3,Control,12,2,120,0,180,0,18
F,squarec3,c3,Control,12,2,60,28,212,0,18
F,rectanglec3,c3,Control,16.5,2,0,20,280,0,0.5
M,plusc3,c3,Control,16.5,2,0,13,287,0,0.5
M,trianglec3,c3,Control,16.5,2,0,0,300,0,0.5
F,squarec3,c3,Control,16.5,2,0,10,290,0,0.5
F,rectanglec3,c3,Control,13.5,2,0,0,300,0,19.5
M,plusc3,c3,Control,13.5,2,0,7,293,0,19.5
M,trianglec3,c3,Control,13.5,2,0,5,295,0,19.5
F,squarec3,c3,Control,13.5,2,0,14,286,0,19.5
F,rectanglec3,c3,Control,0,2,0,7,293,0,6
M,plusc3,c3,Control,0,2,0,2,298,0,6
M,trianglec3,c3,Control,0,2,0,1,299,0,6
F,squarec3,c3,Control,0,2,0,12,288,0,6
F,rectanglec3,c3,Control,0.5,2,70,28,202,0,6.5
M,plusc3,c3,Control,0.5,2,105,33,162,0,6.5
M,trianglec3,c3,Control,0.5,2,134,14,152,0,6.5
F,squarec3,c3,Control,0.5,2,143,0,157,0,6.5
F,rectanglec4,c4,Control,4.5,2,23,78,199,0,10.5
M,plusc4,c4,Control,4.5,2,0,100,200,0,10.5
M,trianglec4,c4,Control,4.5,2,10,7,283,0,10.5
M,squarec4,c4,Control,4.5,2,7,67,226,0,10.5
F,rectanglec4,c4,Control,5,2,0,0,300,0,11
M,plusc4,c4,Control,5,2,0,7,293,0,11
M,trianglec4,c4,Control,5,2,0,4,296,0,11
M,squarec4,c4,Control,5,2,0,0,300,0,11
F,rectanglec4,c4,Control,5.5,2,0,27,273,0,11.5
M,plusc4,c4,Control,5.5,2,37,6,257,0,11.5
M,trianglec4,c4,Control,5.5,2,0,49,251,0,11.5
M,squarec4,c4,Control,5.5,2,0,48,252,0,11.5
F,rectanglec4,c4,Control,6,2,11,47,242,0,12
M,plusc4,c4,Control,6,2,55,26,219,0,12
M,trianglec4,c4,Control,6,2,0,97,203,0,12
M,squarec4,c4,Control,6,2,63,3,234,0,12
F,rectanglec4,c4,Control,6.5,2,0,85,215,0,12.5
M,plusc4,c4,Control,6.5,2,0,73,227,0,12.5
M,trianglec4,c4,Control,6.5,2,4,17,279,0,12.5
M,squarec4,c4,Control,6.5,2,0,0,300,0,12.5
F,rectanglec4,c4,Control,7,2,0,71,229,0,13
M,plusc4,c4,Control,7,2,0,100,200,0,13
M,trianglec4,c4,Control,7,2,0,17,283,0,13
M,squarec4,c4,Control,7,2,9,39,252,0,13
F,rectanglec4,c4,Control,7.5,2,0,33,267,0,13.5
M,plusc4,c4,Control,7.5,2,8,11,281,0,13.5
M,trianglec4,c4,Control,7.5,2,58,10,232,0,13.5
M,squarec4,c4,Control,7.5,2,1,27,272,0,13.5
F,rectanglec4,c4,Control,8,2,25,59,216,0,14
M,plusc4,c4,Control,8,2,50,43,207,0,14
M,trianglec4,c4,Control,8,2,77,15,208,0,14
M,squarec4,c4,Control,8,2,93,0,207,0,14
F,rectanglec4,c4,Control,8.5,2,50,34,216,0,14.5
M,plusc4,c4,Control,8.5,2,55,61,184,0,14.5
M,trianglec4,c4,Control,8.5,2,113,7,180,0,14.5
M,squarec4,c4,Control,8.5,2,45,52,203,0,14.5
F,rectanglec4,c4,Control,9,2,0,12,288,0,15
M,plusc4,c4,Control,9,2,60,12,228,0,15
M,trianglec4,c4,Control,9,2,72,0,228,0,15
M,squarec4,c4,Control,9,2,65,7,228,0,15
F,rectanglec4,c4,Control,9.5,2,80,28,192,0,15.5
M,plusc4,c4,Control,9.5,2,98,17,185,0,15.5
M,trianglec4,c4,Control,9.5,2,114,0,186,0,15.5
M,squarec4,c4,Control,9.5,2,102,4,194,0,15.5
F,rectanglec4,c4,Control,10,2,73,36,191,0,16
M,plusc4,c4,Control,10,2,63,30,207,0,16
M,trianglec4,c4,Control,10,2,32,43,225,0,16
M,squarec4,c4,Control,10,2,18,91,191,0,16
F,rectanglec4,c4,Control,10.5,2,120,0,180,0,16.5
M,plusc4,c4,Control,10.5,2,0,113,187,0,16.5
M,trianglec4,c4,Control,10.5,2,117,2,181,0,16.5
M,squarec4,c4,Control,10.5,2,18,31,251,0,16.5
F,rectanglec4,c4,Control,11,2,58,14,6,1,17
M,plusc4,c4,Control,11,2,8,39,31,1,17
M,trianglec4,c4,Control,11,2,46,19,13,1,17
M,squarec4,c4,Control,11,2,14,40,24,1,17
F,rectanglec4,c4,Control,14,2,0,0,300,0,20
M,plusc4,c4,Control,14,2,0,6,294,0,20
M,trianglec4,c4,Control,14,2,0,0,300,0,20
M,squarec4,c4,Control,14,2,0,0,300,0,20
F,rectanglec4,c4,Control,18.5,2,0,1,299,0,0.5
M,plusc4,c4,Control,18.5,2,0,11,289,0,0.5
M,trianglec4,c4,Control,18.5,2,0,0,300,0,0.5
M,squarec4,c4,Control,18.5,2,0,2,298,0,0.5
F,rectanglec4,c4,Control,19.5,2,0,0,300,0,1.5
M,plusc4,c4,Control,19.5,2,0,2,298,0,1.5
M,trianglec4,c4,Control,19.5,2,0,10,290,0,1.5
M,squarec4,c4,Control,19.5,2,0,6,294,0,1.5
F,rectanglec4,c4,Control,22,2,0,0,300,0,4
M,plusc4,c4,Control,22,2,0,0,300,0,4
M,trianglec4,c4,Control,22,2,0,1,299,0,4
M,squarec4,c4,Control,22,2,0,0,300,0,4
F,rectanglec4,c4,Control,22.5,2,0,0,300,0,4.5
M,plusc4,c4,Control,22.5,2,0,6,294,0,4.5
M,trianglec4,c4,Control,22.5,2,0,4,296,0,4.5
M,squarec4,c4,Control,22.5,2,0,7,293,0,4.5
F,rectanglec4,c4,Control,23,2,78,23,199,0,5
M,plusc4,c4,Control,23,2,45,37,218,0,5
M,trianglec4,c4,Control,23,2,18,26,256,0,5
M,squarec4,c4,Control,23,2,8,55,237,0,5
